depth,desc,id,label,root,syn,syn_typ,syn_typ_id
4,"A CD8-positive, alpha-beta T cell that is capable of killing target cells in an antigen specific manner with the phenotype perforin-positive and granzyme B-positive.",CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",CL:0000084,"CD8-positive, alpha-beta cytotoxic T cell",label,5
4,"A CD8-positive, alpha-beta T cell with the phenotype CD69-positive, CD62L-negative, CD127-negative, and CD25-positive, that secretes cytokines.",CL:0000908,"CD8-positive, alpha-beta cytokine secreting effector T cell",CL:0000084,"CD8-positive, alpha-beta cytokine secreting effector T-lymphocyte",exact,4
4,"A CD8-positive, alpha-beta T cell with the phenotype CD69-positive, CD62L-negative, CD127-negative, and CD25-positive, that secretes cytokines.",CL:0000908,"CD8-positive, alpha-beta cytokine secreting effector T cell",CL:0000084,"CD8-positive, alpha-beta cytokine secreting effector T-cell",exact,4
4,"A CD8-positive, alpha-beta T cell with the phenotype CD69-positive, CD62L-negative, CD127-negative, and CD25-positive, that secretes cytokines.",CL:0000908,"CD8-positive, alpha-beta cytokine secreting effector T cell",CL:0000084,"CD8-positive, alpha-beta cytokine secreting effector T lymphocyte",exact,4
4,"A CD8-positive, alpha-beta T cell with the phenotype CD69-positive, CD62L-negative, CD127-negative, and CD25-positive, that secretes cytokines.",CL:0000908,"CD8-positive, alpha-beta cytokine secreting effector T cell",CL:0000084,"CD8-positive, alpha-beta cytokine secreting effector T cell",label,5
3,"A CD8-positive, alpha-beta T cell that regulates overall immune responses as well as the responses of other T cell subsets through direct cell-cell contact and cytokine release.",CL:0000795,"CD8-positive, alpha-beta regulatory T cell",CL:0000084,"CD8-positive, alpha-beta Treg",exact,4
3,A T cell expressing an alpha-beta T cell receptor and the CD8 coreceptor.,CL:0000625,"CD8-positive, alpha-beta T cell",CL:0000084,"CD8-positive, alpha-beta T-lymphocyte",exact,4
3,A T cell expressing an alpha-beta T cell receptor and the CD8 coreceptor.,CL:0000625,"CD8-positive, alpha-beta T cell",CL:0000084,"CD8-positive, alpha-beta T-cell",exact,4
3,A T cell expressing an alpha-beta T cell receptor and the CD8 coreceptor.,CL:0000625,"CD8-positive, alpha-beta T cell",CL:0000084,"CD8-positive, alpha-beta T lymphocyte",exact,4
3,A T cell expressing an alpha-beta T cell receptor and the CD8 coreceptor.,CL:0000625,"CD8-positive, alpha-beta T cell",CL:0000084,"CD8-positive, alpha-beta T cell",label,5
4,"A CD8-positive alpha-beta-positive T cell with the phenotype CXCR3-positive and having suppressor function. They are capable of producing IL-10, suppressing proliferation, and suppressing IFN-gamma production.",CL:0001041,"CD8-positive, CXCR3-positive, alpha-beta regulatory T cell",CL:0000084,"CD8-positive, CXCR3-positive, alpha-beta regulatory T-lymphocyte",exact,4
4,"A CD8-positive alpha-beta-positive T cell with the phenotype CXCR3-positive and having suppressor function. They are capable of producing IL-10, suppressing proliferation, and suppressing IFN-gamma production.",CL:0001041,"CD8-positive, CXCR3-positive, alpha-beta regulatory T cell",CL:0000084,"CD8-positive, CXCR3-positive, alpha-beta regulatory T-cell",exact,4
4,"A CD8-positive alpha-beta-positive T cell with the phenotype CXCR3-positive and having suppressor function. They are capable of producing IL-10, suppressing proliferation, and suppressing IFN-gamma production.",CL:0001041,"CD8-positive, CXCR3-positive, alpha-beta regulatory T cell",CL:0000084,"CD8-positive, CXCR3-positive, alpha-beta regulatory T lymphocyte",exact,4
4,"A CD8-positive alpha-beta-positive T cell with the phenotype CXCR3-positive and having suppressor function. They are capable of producing IL-10, suppressing proliferation, and suppressing IFN-gamma production.",CL:0001041,"CD8-positive, CXCR3-positive, alpha-beta regulatory T cell",CL:0000084,"CD8-positive, CXCR3-positive, alpha-beta regulatory T cell",label,5
4,"A CD8-positive alpha-beta-positive T cell with the phenotype CXCR3-positive and having suppressor function. They are capable of producing IL-10, suppressing proliferation, and suppressing IFN-gamma production.",CL:0001041,"CD8-positive, CXCR3-positive, alpha-beta regulatory T cell",CL:0000084,"CD8-positive, CXCR3-positive, Treg",exact,4
4,"A CD8-positive alpha-beta-positive T cell with the phenotype CXCR3-positive and having suppressor function. They are capable of producing IL-10, suppressing proliferation, and suppressing IFN-gamma production.",CL:0001041,"CD8-positive, CXCR3-positive, alpha-beta regulatory T cell",CL:0000084,"CD8-positive, CXCR3-positive, T(reg)",exact,4
4,"A CD8-positive, alpha-beta T cell that has the phenotype CXCR3-negative, CCR6-negative.",CL:0001052,"CD8-positive, CXCR3-negative, CCR6-negative, alpha-beta T cell",CL:0000084,"CD8-positive, CXCR3-negative, CCR6-negative, alpha-beta T-lymphocyte",exact,4
4,"A CD8-positive, alpha-beta T cell that has the phenotype CXCR3-negative, CCR6-negative.",CL:0001052,"CD8-positive, CXCR3-negative, CCR6-negative, alpha-beta T cell",CL:0000084,"CD8-positive, CXCR3-negative, CCR6-negative, alpha-beta T-cell",exact,4
4,"A CD8-positive, alpha-beta T cell that has the phenotype CXCR3-negative, CCR6-negative.",CL:0001052,"CD8-positive, CXCR3-negative, CCR6-negative, alpha-beta T cell",CL:0000084,"CD8-positive, CXCR3-negative, CCR6-negative, alpha-beta T lymphocyte",exact,4
4,"A CD8-positive, alpha-beta T cell that has the phenotype CXCR3-negative, CCR6-negative.",CL:0001052,"CD8-positive, CXCR3-negative, CCR6-negative, alpha-beta T cell",CL:0000084,"CD8-positive, CXCR3-negative, CCR6-negative, alpha-beta T cell",label,5
4,"CD8-positive, alpha-beta positive regulatory T cell with the phenotype CD28-negative and FoxP3-positive.",CL:0000920,"CD8-positive, CD28-negative, alpha-beta regulatory T cell",CL:0000084,"CD8-positive, CD28-negative, alpha-beta regulatory T-lymphocyte",exact,4
4,"CD8-positive, alpha-beta positive regulatory T cell with the phenotype CD28-negative and FoxP3-positive.",CL:0000920,"CD8-positive, CD28-negative, alpha-beta regulatory T cell",CL:0000084,"CD8-positive, CD28-negative, alpha-beta regulatory T-cell",exact,4
4,"CD8-positive, alpha-beta positive regulatory T cell with the phenotype CD28-negative and FoxP3-positive.",CL:0000920,"CD8-positive, CD28-negative, alpha-beta regulatory T cell",CL:0000084,"CD8-positive, CD28-negative, alpha-beta regulatory T lymphocyte",exact,4
4,"CD8-positive, alpha-beta positive regulatory T cell with the phenotype CD28-negative and FoxP3-positive.",CL:0000920,"CD8-positive, CD28-negative, alpha-beta regulatory T cell",CL:0000084,"CD8-positive, CD28-negative, alpha-beta regulatory T cell",label,5
4,"CD8-positive, alpha-beta positive regulatory T cell with the phenotype CD28-negative and FoxP3-positive.",CL:0000920,"CD8-positive, CD28-negative, alpha-beta regulatory T cell",CL:0000084,"CD8-positive, CD28-negative Treg",exact,4
4,"CD8-positive, alpha-beta positive regulatory T cell with the phenotype CD28-negative and FoxP3-positive.",CL:0000920,"CD8-positive, CD28-negative, alpha-beta regulatory T cell",CL:0000084,"CD8-positive, CD28-negative T(reg)",exact,4
4,A CD8-positive alpha beta-positive T cell with the phenotype FoxP3-positive and having suppressor function.,CL:0000919,"CD8-positive, CD25-positive, alpha-beta regulatory T cell",CL:0000084,"CD8-positive, CD25-positive, alpha-beta regulatory T-lymphocyte",exact,4
4,A CD8-positive alpha beta-positive T cell with the phenotype FoxP3-positive and having suppressor function.,CL:0000919,"CD8-positive, CD25-positive, alpha-beta regulatory T cell",CL:0000084,"CD8-positive, CD25-positive, alpha-beta regulatory T-cell",exact,4
4,A CD8-positive alpha beta-positive T cell with the phenotype FoxP3-positive and having suppressor function.,CL:0000919,"CD8-positive, CD25-positive, alpha-beta regulatory T cell",CL:0000084,"CD8-positive, CD25-positive, alpha-beta regulatory T lymphocyte",exact,4
4,A CD8-positive alpha beta-positive T cell with the phenotype FoxP3-positive and having suppressor function.,CL:0000919,"CD8-positive, CD25-positive, alpha-beta regulatory T cell",CL:0000084,"CD8-positive, CD25-positive, alpha-beta regulatory T cell",label,5
4,A CD8-positive alpha beta-positive T cell with the phenotype FoxP3-positive and having suppressor function.,CL:0000919,"CD8-positive, CD25-positive, alpha-beta regulatory T cell",CL:0000084,"CD8-positive, CD25-positive Treg",exact,4
3,"A CD8-positive, alpha-beta T cell that regulates overall immune responses as well as the responses of other T cell subsets through direct cell-cell contact and cytokine release.",CL:0000795,"CD8-positive, alpha-beta regulatory T cell",CL:0000084,CD8-positive Treg,exact,4
3,"A CD8-positive, alpha-beta T cell that regulates overall immune responses as well as the responses of other T cell subsets through direct cell-cell contact and cytokine release.",CL:0000795,"CD8-positive, alpha-beta regulatory T cell",CL:0000084,CD8-positive T(reg),exact,4
4,A alpha-beta intraepithelial T cell found in the columnar epithelium of the gastrointestinal tract. Intraepithelial T cells often have distinct developmental pathways and activation requirements.,CL:0000796,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CL:0000084,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",label,5
4,An alpha-beta intraepithelial T cell with the phenotype CD8-alpha-alpha-positive located in the columnar epithelium of the gastrointestinal tract. These cells have a memory phenotype of CD2-negative and CD5-negative.,CL:0000915,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CL:0000084,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T-lymphocyte",exact,4
4,An alpha-beta intraepithelial T cell with the phenotype CD8-alpha-alpha-positive located in the columnar epithelium of the gastrointestinal tract. These cells have a memory phenotype of CD2-negative and CD5-negative.,CL:0000915,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CL:0000084,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T-cell",exact,4
4,An alpha-beta intraepithelial T cell with the phenotype CD8-alpha-alpha-positive located in the columnar epithelium of the gastrointestinal tract. These cells have a memory phenotype of CD2-negative and CD5-negative.,CL:0000915,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CL:0000084,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T lymphocyte",exact,4
4,An alpha-beta intraepithelial T cell with the phenotype CD8-alpha-alpha-positive located in the columnar epithelium of the gastrointestinal tract. These cells have a memory phenotype of CD2-negative and CD5-negative.,CL:0000915,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CL:0000084,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",label,5
4,A gamma-delta intraepithelial T cell that has the phenotype CD8-alpha alpha-positive.,CL:0000802,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CL:0000084,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",label,5
4,"A CD8-positive alpha-beta-positive T cell with the phenotype CXCR3-positive and having suppressor function. They are capable of producing IL-10, suppressing proliferation, and suppressing IFN-gamma production.",CL:0001041,"CD8-positive, CXCR3-positive, alpha-beta regulatory T cell",CL:0000084,CD8+CXCR3+ Treg,exact,4
4,"A CD8-positive alpha-beta-positive T cell with the phenotype CXCR3-positive and having suppressor function. They are capable of producing IL-10, suppressing proliferation, and suppressing IFN-gamma production.",CL:0001041,"CD8-positive, CXCR3-positive, alpha-beta regulatory T cell",CL:0000084,CD8+CXCR3+ T-cell,exact,4
4,"A CD8-positive alpha-beta-positive T cell with the phenotype CXCR3-positive and having suppressor function. They are capable of producing IL-10, suppressing proliferation, and suppressing IFN-gamma production.",CL:0001041,"CD8-positive, CXCR3-positive, alpha-beta regulatory T cell",CL:0000084,CD8+CXCR3+ T(reg),exact,4
4,"A CD8-positive alpha-beta-positive T cell with the phenotype CXCR3-positive and having suppressor function. They are capable of producing IL-10, suppressing proliferation, and suppressing IFN-gamma production.",CL:0001041,"CD8-positive, CXCR3-positive, alpha-beta regulatory T cell",CL:0000084,CD8+CXCR3+ T lymphocyte,exact,4
4,"A CD8-positive alpha-beta-positive T cell with the phenotype CXCR3-positive and having suppressor function. They are capable of producing IL-10, suppressing proliferation, and suppressing IFN-gamma production.",CL:0001041,"CD8-positive, CXCR3-positive, alpha-beta regulatory T cell",CL:0000084,CD8+CXCR3+ T cell,exact,4
4,"CD8-positive, alpha-beta positive regulatory T cell with the phenotype CD28-negative and FoxP3-positive.",CL:0000920,"CD8-positive, CD28-negative, alpha-beta regulatory T cell",CL:0000084,CD8+CD28- Treg,exact,4
4,"CD8-positive, alpha-beta positive regulatory T cell with the phenotype CD28-negative and FoxP3-positive.",CL:0000920,"CD8-positive, CD28-negative, alpha-beta regulatory T cell",CL:0000084,CD8+CD28- T-lymphocyte,exact,4
4,"CD8-positive, alpha-beta positive regulatory T cell with the phenotype CD28-negative and FoxP3-positive.",CL:0000920,"CD8-positive, CD28-negative, alpha-beta regulatory T cell",CL:0000084,CD8+CD28- T-cell,exact,4
4,"CD8-positive, alpha-beta positive regulatory T cell with the phenotype CD28-negative and FoxP3-positive.",CL:0000920,"CD8-positive, CD28-negative, alpha-beta regulatory T cell",CL:0000084,CD8+CD28- T(reg),exact,4
4,"CD8-positive, alpha-beta positive regulatory T cell with the phenotype CD28-negative and FoxP3-positive.",CL:0000920,"CD8-positive, CD28-negative, alpha-beta regulatory T cell",CL:0000084,CD8+CD28- T lymphocyte,exact,4
4,"CD8-positive, alpha-beta positive regulatory T cell with the phenotype CD28-negative and FoxP3-positive.",CL:0000920,"CD8-positive, CD28-negative, alpha-beta regulatory T cell",CL:0000084,CD8+CD28- T cell,exact,4
4,A CD8-positive alpha beta-positive T cell with the phenotype FoxP3-positive and having suppressor function.,CL:0000919,"CD8-positive, CD25-positive, alpha-beta regulatory T cell",CL:0000084,CD8+CD25+ Treg,exact,4
4,A CD8-positive alpha beta-positive T cell with the phenotype FoxP3-positive and having suppressor function.,CL:0000919,"CD8-positive, CD25-positive, alpha-beta regulatory T cell",CL:0000084,CD8+CD25+ T-lymphocyte,exact,4
4,A CD8-positive alpha beta-positive T cell with the phenotype FoxP3-positive and having suppressor function.,CL:0000919,"CD8-positive, CD25-positive, alpha-beta regulatory T cell",CL:0000084,CD8+CD25+ T-cell,exact,4
4,A CD8-positive alpha beta-positive T cell with the phenotype FoxP3-positive and having suppressor function.,CL:0000919,"CD8-positive, CD25-positive, alpha-beta regulatory T cell",CL:0000084,CD8+CD25+ T(reg),exact,4
4,A CD8-positive alpha beta-positive T cell with the phenotype FoxP3-positive and having suppressor function.,CL:0000919,"CD8-positive, CD25-positive, alpha-beta regulatory T cell",CL:0000084,CD8+CD25+ T lymphocyte,exact,4
4,A CD8-positive alpha beta-positive T cell with the phenotype FoxP3-positive and having suppressor function.,CL:0000919,"CD8-positive, CD25-positive, alpha-beta regulatory T cell",CL:0000084,CD8+CD25+ T cell,exact,4
3,"A CD8-positive, alpha-beta T cell that regulates overall immune responses as well as the responses of other T cell subsets through direct cell-cell contact and cytokine release.",CL:0000795,"CD8-positive, alpha-beta regulatory T cell",CL:0000084,CD8+ regulatory T cell,exact,4
3,"A CD8-positive, alpha-beta T cell that regulates overall immune responses as well as the responses of other T cell subsets through direct cell-cell contact and cytokine release.",CL:0000795,"CD8-positive, alpha-beta regulatory T cell",CL:0000084,CD8+ Treg,exact,4
3,"A CD8-positive, alpha-beta T cell that regulates overall immune responses as well as the responses of other T cell subsets through direct cell-cell contact and cytokine release.",CL:0000795,"CD8-positive, alpha-beta regulatory T cell",CL:0000084,CD8+ T(reg),exact,4
4,"A CD4-positive, CD8-negative thymocyte that expresses high levels of the alpha-beta T cell receptor and is CD69-positive.",CL:0002435,"CD69-positive, CD8-positive single-positive thymocyte",CL:0000084,"CD69-positive, CD8-positive single-positive thymocyte",label,5
4,"A CD4-positive, CD8-negative thymocyte that expresses high levels of the alpha-beta T cell receptor and is CD69-positive.",CL:0002433,"CD69-positive, CD4-positive single-positive thymocyte",CL:0000084,"CD69-positive, CD4-positive single-positive thymocyte",label,5
4,A double-positive thymocyte that is CD69-positive and has begun positive selection.,CL:0002429,CD69-positive double-positive thymocyte,CL:0000084,CD69-positive double-positive thymocyte,label,5
2,"A natural killer cell that is developmentally immature, has the phenotype CD34-negative, CD56-negative, CD117-positive, CD122-positive,and CD161-positive.",CL:0002338,"CD56-positive, CD161-positive immature natural killer cell",CL:0000623,"CD56-positive, CD161-positive immature natural killer cell",label,5
2,"A natural killer cell that is developmentally immature, has the phenotype CD34-negative, CD56-negative, CD117-positive, CD122-positive,and CD161-positive.",CL:0002344,"CD56-negative, CD161-positive immature natural killer cell",CL:0000623,"CD56-negative, CD161-positive immature natural killer cell",label,5
2,"NK cell that has the phenotype CD56-bright, CD16-negative, and CD84-positive with the function to secrete interferon-gamma but is not cytotoxic.",CL:0000938,"CD16-negative, CD56-bright natural killer cell",CL:0000623,CD56-bright cytokine secreting natural killer cell,exact,4
2,"NK cell that has the phenotype CD56-bright, CD16-negative, and CD84-positive with the function to secrete interferon-gamma but is not cytotoxic.",CL:0000938,"CD16-negative, CD56-bright natural killer cell",CL:0000623,CD56-bright cytokine secreting NK cell,exact,4
4,A gamma-delta intraepithelial T cell that has the phenotype CD4-negative and CD8-negative.,CL:0000803,CD4-negative CD8-negative gamma-delta intraepithelial T cell,CL:0000084,"CD4-positive, gamma-delta intraepithelial T-lymphocyte",exact,4
4,A gamma-delta intraepithelial T cell that has the phenotype CD4-negative and CD8-negative.,CL:0000803,CD4-negative CD8-negative gamma-delta intraepithelial T cell,CL:0000084,"CD4-positive, gamma-delta intraepithelial T-cell",exact,4
4,A gamma-delta intraepithelial T cell that has the phenotype CD4-negative and CD8-negative.,CL:0000803,CD4-negative CD8-negative gamma-delta intraepithelial T cell,CL:0000084,"CD4-positive, gamma-delta intraepithelial T lymphocyte",exact,4
3,An immature alpha-beta T cell that is located in the thymus and is CD4-positive and CD8-negative.,CL:0000810,"CD4-positive, alpha-beta thymocyte",CL:0000084,"CD4-positive, alpha-beta thymocyte",label,5
3,"CD4-positive, alpha-beta long-lived T cell with the phenotype CD45RO-positive and CD127-positive. This cell type is also described as being CD25-negative, CD44-high, and CD122-high.",CL:0000897,"CD4-positive, alpha-beta memory T cell",CL:0000084,"CD4-positive, alpha-beta memory T-lymphocyte",exact,4
3,"CD4-positive, alpha-beta long-lived T cell with the phenotype CD45RO-positive and CD127-positive. This cell type is also described as being CD25-negative, CD44-high, and CD122-high.",CL:0000897,"CD4-positive, alpha-beta memory T cell",CL:0000084,"CD4-positive, alpha-beta memory T-cell",exact,4
3,"CD4-positive, alpha-beta long-lived T cell with the phenotype CD45RO-positive and CD127-positive. This cell type is also described as being CD25-negative, CD44-high, and CD122-high.",CL:0000897,"CD4-positive, alpha-beta memory T cell",CL:0000084,"CD4-positive, alpha-beta memory T lymphocyte",exact,4
3,"CD4-positive, alpha-beta long-lived T cell with the phenotype CD45RO-positive and CD127-positive. This cell type is also described as being CD25-negative, CD44-high, and CD122-high.",CL:0000897,"CD4-positive, alpha-beta memory T cell",CL:0000084,"CD4-positive, alpha-beta memory T cell",label,5
4,"A CD4-positive, alpha-beta T cell that is found in the columnar epithelium of the gastrointestinal tract.",CL:0000793,"CD4-positive, alpha-beta intraepithelial T cell",CL:0000084,"CD4-positive, alpha-beta intraepithelial T-lymphocyte",exact,4
4,"A CD4-positive, alpha-beta T cell that is found in the columnar epithelium of the gastrointestinal tract.",CL:0000793,"CD4-positive, alpha-beta intraepithelial T cell",CL:0000084,"CD4-positive, alpha-beta intraepithelial T-cell",exact,4
4,"A CD4-positive, alpha-beta T cell that is found in the columnar epithelium of the gastrointestinal tract.",CL:0000793,"CD4-positive, alpha-beta intraepithelial T cell",CL:0000084,"CD4-positive, alpha-beta intraepithelial T lymphocyte",exact,4
4,"A CD4-positive, alpha-beta T cell that is found in the columnar epithelium of the gastrointestinal tract.",CL:0000793,"CD4-positive, alpha-beta intraepithelial T cell",CL:0000084,"CD4-positive, alpha-beta intraepithelial T cell",label,5
3,An immature alpha-beta T cell that is located in the thymus and is CD4-positive and CD8-negative.,CL:0000810,"CD4-positive, alpha-beta thymocyte",CL:0000084,"CD4-positive, alpha-beta immature T-lymphocyte",exact,4
3,An immature alpha-beta T cell that is located in the thymus and is CD4-positive and CD8-negative.,CL:0000810,"CD4-positive, alpha-beta thymocyte",CL:0000084,"CD4-positive, alpha-beta immature T-cell",exact,4
3,An immature alpha-beta T cell that is located in the thymus and is CD4-positive and CD8-negative.,CL:0000810,"CD4-positive, alpha-beta thymocyte",CL:0000084,"CD4-positive, alpha-beta immature T lymphocyte",exact,4
4,"A CD4-positive, alpha-beta T cell that has cytotoxic function.",CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",CL:0000084,"CD4-positive, alpha-beta cytotoxic T-lymphocyte",exact,4
4,"A CD4-positive, alpha-beta T cell that has cytotoxic function.",CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",CL:0000084,"CD4-positive, alpha-beta cytotoxic T-cell",exact,4
4,"A CD4-positive, alpha-beta T cell that has cytotoxic function.",CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",CL:0000084,"CD4-positive, alpha-beta cytotoxic T lymphocyte",exact,4
4,"A CD4-positive, alpha-beta T cell that has cytotoxic function.",CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",CL:0000084,"CD4-positive, alpha-beta cytotoxic T cell",label,5
3,A mature alpha-beta T cell that expresses an alpha-beta T cell receptor and the CD4 coreceptor.,CL:0000624,"CD4-positive, alpha-beta T cell",CL:0000084,"CD4-positive, alpha-beta T-lymphocyte",exact,4
3,A mature alpha-beta T cell that expresses an alpha-beta T cell receptor and the CD4 coreceptor.,CL:0000624,"CD4-positive, alpha-beta T cell",CL:0000084,"CD4-positive, alpha-beta T-cell",exact,4
3,A mature alpha-beta T cell that expresses an alpha-beta T cell receptor and the CD4 coreceptor.,CL:0000624,"CD4-positive, alpha-beta T cell",CL:0000084,"CD4-positive, alpha-beta T lymphocyte",exact,4
3,A mature alpha-beta T cell that expresses an alpha-beta T cell receptor and the CD4 coreceptor.,CL:0000624,"CD4-positive, alpha-beta T cell",CL:0000084,"CD4-positive, alpha-beta T cell",label,5
4,"A CD4-positive, alpha-beta T cell that has the phenotype CXCR3-negative, CCR6-negative.",CL:0001051,"CD4-positive, CXCR3-negative, CCR6-negative, alpha-beta T cell",CL:0000084,"CD4-positive, CXCR3-negative, CCR6-negative, alpha-beta T-lymphocyte",exact,4
4,"A CD4-positive, alpha-beta T cell that has the phenotype CXCR3-negative, CCR6-negative.",CL:0001051,"CD4-positive, CXCR3-negative, CCR6-negative, alpha-beta T cell",CL:0000084,"CD4-positive, CXCR3-negative, CCR6-negative, alpha-beta T-cell",exact,4
4,"A CD4-positive, alpha-beta T cell that has the phenotype CXCR3-negative, CCR6-negative.",CL:0001051,"CD4-positive, CXCR3-negative, CCR6-negative, alpha-beta T cell",CL:0000084,"CD4-positive, CXCR3-negative, CCR6-negative, alpha-beta T lymphocyte",exact,4
4,"A CD4-positive, alpha-beta T cell that has the phenotype CXCR3-negative, CCR6-negative.",CL:0001051,"CD4-positive, CXCR3-negative, CCR6-negative, alpha-beta T cell",CL:0000084,"CD4-positive, CXCR3-negative, CCR6-negative, alpha-beta T cell",label,5
4,"A double-positive thymocyte that is undergoing positive selection, has high expression of the alpha-beta T cell receptor, is CD69-positive, and is in the process of down regulating the CD4 co-receptor.",CL:0002431,"CD4-positive, CD8-intermediate double-positive thymocyte",CL:0000084,"CD4-positive, CD8-intermediate double-positive thymocyte",label,5
3,"A CD4-positive, CD25-positive, alpha-beta T cell that regulates overall immune responses as well as the responses of other T cell subsets through direct cell-cell contact and cytokine release.",CL:0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CL:0000084,"CD4-positive, CD25-positive, alpha-beta regulatory T-lymphocyte",exact,4
3,"A CD4-positive, CD25-positive, alpha-beta T cell that regulates overall immune responses as well as the responses of other T cell subsets through direct cell-cell contact and cytokine release.",CL:0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CL:0000084,"CD4-positive, CD25-positive, alpha-beta regulatory T-cell",exact,4
3,"A CD4-positive, CD25-positive, alpha-beta T cell that regulates overall immune responses as well as the responses of other T cell subsets through direct cell-cell contact and cytokine release.",CL:0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CL:0000084,"CD4-positive, CD25-positive, alpha-beta regulatory T lymphocyte",exact,4
3,"A CD4-positive, CD25-positive, alpha-beta T cell that regulates overall immune responses as well as the responses of other T cell subsets through direct cell-cell contact and cytokine release.",CL:0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CL:0000084,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",label,5
4,"A CD4-positive, CD25-positive, alpha-beta regulatory T cell with the additional phenotype CCR4-positive.",CL:0001047,"CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell",CL:0000084,"CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T-lymphocyte",exact,4
4,"A CD4-positive, CD25-positive, alpha-beta regulatory T cell with the additional phenotype CCR4-positive.",CL:0001047,"CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell",CL:0000084,"CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T-cell",exact,4
4,"A CD4-positive, CD25-positive, alpha-beta regulatory T cell with the additional phenotype CCR4-positive.",CL:0001047,"CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell",CL:0000084,"CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T lymphocyte",exact,4
4,"A CD4-positive, CD25-positive, alpha-beta regulatory T cell with the additional phenotype CCR4-positive.",CL:0001047,"CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell",CL:0000084,"CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell",label,5
4,A mature NK T cell that predominantly secretes type 2 cytokines such as interleukin-4 and interleukin-13 and enhances type 2 immune responses.,CL:0000927,CD4-positive type I NK T cell secreting interleukin-4,CL:0000084,CD4-positive type I NKT cell secreting interleukin-4,exact,4
4,A mature NK T cell that secretes interferon-gamma and enhances type 1 immune responses.,CL:0000926,CD4-positive type I NK T cell secreting interferon-gamma,CL:0000084,CD4-positive type I NKT cell secreting interferon-gamma,exact,4
5,A type I NK T cell that has the phenotype CD4-positive.,CL:0000923,CD4-positive type I NK T cell,CL:0000084,CD4-positive type I NKT cell,exact,4
4,A mature NK T cell that predominantly secretes type 2 cytokines such as interleukin-4 and interleukin-13 and enhances type 2 immune responses.,CL:0000927,CD4-positive type I NK T cell secreting interleukin-4,CL:0000084,CD4-positive type I NK T-lymphocyte secreting interleukin-4,exact,4
4,A mature NK T cell that secretes interferon-gamma and enhances type 1 immune responses.,CL:0000926,CD4-positive type I NK T cell secreting interferon-gamma,CL:0000084,CD4-positive type I NK T-lymphocyte secreting interferon-gamma,exact,4
5,A type I NK T cell that has the phenotype CD4-positive.,CL:0000923,CD4-positive type I NK T cell,CL:0000084,CD4-positive type I NK T-lymphocyte,exact,4
4,A mature NK T cell that predominantly secretes type 2 cytokines such as interleukin-4 and interleukin-13 and enhances type 2 immune responses.,CL:0000927,CD4-positive type I NK T cell secreting interleukin-4,CL:0000084,CD4-positive type I NK T-cell secreting interleukin-4,exact,4
4,A mature NK T cell that secretes interferon-gamma and enhances type 1 immune responses.,CL:0000926,CD4-positive type I NK T cell secreting interferon-gamma,CL:0000084,CD4-positive type I NK T-cell secreting interferon-gamma,exact,4
5,A type I NK T cell that has the phenotype CD4-positive.,CL:0000923,CD4-positive type I NK T cell,CL:0000084,CD4-positive type I NK T-cell,exact,4
4,A mature NK T cell that predominantly secretes type 2 cytokines such as interleukin-4 and interleukin-13 and enhances type 2 immune responses.,CL:0000927,CD4-positive type I NK T cell secreting interleukin-4,CL:0000084,CD4-positive type I NK T lymphocyte secreting interleukin-4,exact,4
4,A mature NK T cell that secretes interferon-gamma and enhances type 1 immune responses.,CL:0000926,CD4-positive type I NK T cell secreting interferon-gamma,CL:0000084,CD4-positive type I NK T lymphocyte secreting interferon-gamma,exact,4
